,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
597,Apartment,90 m²,4,6th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13.600 kr.,1.000 kr.,40.800 kr.,13.600 kr.,69.000 kr.,11/03/2024,5425178,"Hørkær, 2730 København, Herlev  - 6th floor"
598,Apartment,80 m²,2,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,16.900 kr.,1.000 kr.,50.700 kr.,16.900 kr.,85.500 kr.,11/03/2024,5289700,"Islands Brygge, 2300 København, København S  - 4th floor"
599,Apartment,83 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.700 kr.,950 kr.,35.100 kr.,11.700 kr.,59.450 kr.,11/03/2024,5425177,"Bornholms Allé, 2630 København, Taastrup  - 2nd floor"
600,Apartment,71 m²,2,5th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.100 kr.,850 kr.,33.300 kr.,11.100 kr.,56.350 kr.,11/03/2024,5425176,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 5th floor"
601,Apartment,79 m²,4,5th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,14 May 2024,14.095 kr.,700 kr.,42.285 kr.,14.095 kr.,71.175 kr.,11/03/2024,5425173,"Robert Jacobsens Vej, 2300 København, København S  - 5th floor"
602,Apartment,95 m²,3,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,31 May 2024,15.900 kr.,1.000 kr.,47.700 kr.,15.900 kr.,80.500 kr.,11/03/2024,5425171,"Ernie Wilkins Vej, 2450 København, København SV  - 2nd floor"
603,Apartment,69 m²,3,6th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,31 May 2024,13.775 kr.,700 kr.,41.325 kr.,13.775 kr.,69.575 kr.,11/03/2024,5425168,"Robert Jacobsens Vej, 2300 København, København S  - 6th floor"
604,Apartment,105 m²,3,1st ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,14.850 kr.,1.210 kr.,44.550 kr.,14.850 kr.,75.460 kr.,11/03/2024,5425167,"Irmavej, 2610 København, Rødovre  - 1st floor"
605,Apartment,77 m²,3,1st ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,14 April 2024,11.250 kr.,850 kr.,33.750 kr.,11.250 kr.,57.100 kr.,11/03/2024,5425165,"Lautruphøj, 2750 København, Ballerup  - 1st floor"
606,Apartment,78 m²,3,Ground floor,No,Yes,No,No,Yes,No,Yes,No,Not specified,Yes,Not specified,Not specified,,12-23 months,1 April 2024,10.500 kr.,700 kr.,31.500 kr.,10.500 kr.,53.200 kr.,11/03/2024,5424922,"Hyacintvej, 2300 København, København S  - Ground floor"
607,Room,18 m²,1,3rd ,Yes,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,1-11 months,As soon as possible,7.100 kr.,0 kr.,14.200 kr.,0 kr.,21.300 kr.,11/03/2024,5425163,"Vesterbrogade, 1620 København, København V  - 3rd floor"
608,Apartment,89 m²,3,Ground floor,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,1-11 months,1 May 2024,13.000 kr.,800 kr.,26.000 kr.,0 kr.,39.800 kr.,11/03/2024,5411266,"Kronprinsesse Sofies Vej, 2000 København, Frederiksberg  - Ground floor"
609,Apartment,70 m²,2,Ground floor,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.100 kr.,750 kr.,36.300 kr.,12.100 kr.,61.250 kr.,11/03/2024,5425107,"Bellidavej, 2500 København, Valby  - Ground floor"
610,Apartment,66 m²,2,Ground floor,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,750 kr.,35.700 kr.,11.900 kr.,60.250 kr.,11/03/2024,5425106,"Bellidavej, 2500 København, Valby  - Ground floor"
611,Apartment,70 m²,2,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.000 kr.,750 kr.,36.000 kr.,12.000 kr.,60.750 kr.,11/03/2024,5425105,"Bellidavej, 2500 København, Valby  - 1st floor"
612,Apartment,55 m²,2,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.600 kr.,600 kr.,34.800 kr.,11.600 kr.,58.600 kr.,11/03/2024,5425103,"Bellidavej, 2500 København, Valby  - 1st floor"
613,Apartment,66 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,750 kr.,35.700 kr.,11.900 kr.,60.250 kr.,11/03/2024,5425100,"Bellidavej, 2500 København, Valby  - 2nd floor"
614,Apartment,55 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.700 kr.,600 kr.,35.100 kr.,11.700 kr.,59.100 kr.,11/03/2024,5425099,"Bellidavej, 2500 København, Valby  - 2nd floor"
615,Apartment,58 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.000 kr.,650 kr.,36.000 kr.,12.000 kr.,60.650 kr.,11/03/2024,5425098,"Bellidavej, 2500 København, Valby  - 2nd floor"
616,Apartment,55 m²,2,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.800 kr.,600 kr.,35.400 kr.,11.800 kr.,59.600 kr.,11/03/2024,5425096,"Bellidavej, 2500 København, Valby  - 3rd floor"
617,Apartment,58 m²,2,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.100 kr.,650 kr.,36.300 kr.,12.100 kr.,61.150 kr.,11/03/2024,5425095,"Bellidavej, 2500 København, Valby  - 3rd floor"
618,Apartment,55 m²,2,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,600 kr.,35.700 kr.,11.900 kr.,60.100 kr.,11/03/2024,5425093,"Bellidavej, 2500 København, Valby  - 4th floor"
619,Apartment,58 m²,2,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.300 kr.,650 kr.,36.900 kr.,12.300 kr.,62.150 kr.,11/03/2024,5425092,"Bellidavej, 2500 København, Valby  - 4th floor"
620,Apartment,60 m²,2,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,650 kr.,35.700 kr.,11.900 kr.,60.150 kr.,11/03/2024,5425088,"Bellidavej, 2500 København, Valby  - 1st floor"
621,Apartment,61 m²,2,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.700 kr.,700 kr.,35.100 kr.,11.700 kr.,59.200 kr.,11/03/2024,5425087,"Bellidavej, 2500 København, Valby  - 1st floor"
622,Apartment,60 m²,2,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.100 kr.,650 kr.,36.300 kr.,12.100 kr.,61.150 kr.,11/03/2024,5425083,"Bellidavej, 2500 København, Valby  - 3rd floor"
623,Apartment,65 m²,2,Ground floor,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.000 kr.,750 kr.,36.000 kr.,12.000 kr.,60.750 kr.,11/03/2024,5425077,"Summerredvej, 2500 København, Valby  - Ground floor"
624,Apartment,59 m²,2,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,650 kr.,35.700 kr.,11.900 kr.,60.150 kr.,11/03/2024,5425076,"Summerredvej, 2500 København, Valby  - 1st floor"
625,Apartment,59 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.000 kr.,650 kr.,36.000 kr.,12.000 kr.,60.650 kr.,11/03/2024,5425072,"Summerredvej, 2500 København, Valby  - 2nd floor"
626,Apartment,56 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.700 kr.,600 kr.,35.100 kr.,11.700 kr.,59.100 kr.,11/03/2024,5425071,"Summerredvej, 2500 København, Valby  - 2nd floor"
627,Apartment,56 m²,2,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.800 kr.,600 kr.,35.400 kr.,11.800 kr.,59.600 kr.,11/03/2024,5425069,"Summerredvej, 2500 København, Valby  - 3rd floor"
628,Apartment,59 m²,2,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.100 kr.,650 kr.,36.300 kr.,12.100 kr.,61.150 kr.,11/03/2024,5425068,"Summerredvej, 2500 København, Valby  - 3rd floor"
629,Apartment,59 m²,2,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,12.300 kr.,650 kr.,36.900 kr.,12.300 kr.,62.150 kr.,11/03/2024,5425066,"Summerredvej, 2500 København, Valby  - 4th floor"
630,Apartment,56 m²,2,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.900 kr.,600 kr.,35.700 kr.,11.900 kr.,60.100 kr.,11/03/2024,5425065,"Summerredvej, 2500 København, Valby  - 4th floor"
631,Apartment,61 m²,2,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 September 2024,11.800 kr.,700 kr.,35.400 kr.,11.800 kr.,59.700 kr.,11/03/2024,5425062,"Bellidavej, 2500 København, Valby  - 2nd floor"
632,Apartment,96 m²,4,23rd ,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,No,Not specified,-,24+ months,1 May 2024,22.000 kr.,,66.000 kr.,0 kr.,88.000 kr.,11/03/2024,5425049,"Fadet, 1799 København, København V  - 23rd floor"
633,Apartment,76 m²,2,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10.600 kr.,900 kr.,31.800 kr.,10.600 kr.,53.900 kr.,11/03/2024,5425046,"Bornholms Allé, 2630 København, Taastrup  - 1st floor"
634,Apartment,84 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.800 kr.,950 kr.,35.400 kr.,11.800 kr.,59.950 kr.,11/03/2024,5425045,"Bornholms Allé, 2630 København, Taastrup  - 3rd floor"
635,Apartment,83 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.900 kr.,950 kr.,35.700 kr.,11.900 kr.,60.450 kr.,11/03/2024,5425044,"Bornholms Allé, 2630 København, Taastrup  - 2nd floor"
636,Apartment,68 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Not specified,Yes,Not specified,Not specified,,1-11 months,As soon as possible,12.000 kr.,1.500 kr.,12.000 kr.,12.000 kr.,37.500 kr.,11/03/2024,5424983,"Ordrupvej, 2920 København, Charlottenlund  - 2nd floor"
637,Apartment,75 m²,2,3rd ,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,,1-11 months,1 May 2024,14.800 kr.,900 kr.,14.800 kr.,14.800 kr.,45.300 kr.,11/03/2024,5424893,"Grønningen, 1270 København, København K  - 3rd floor"
638,Apartment,33 m²,1,2nd ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,16 April 2024,7.900 kr.,650 kr.,23.700 kr.,7.900 kr.,40.150 kr.,11/03/2024,5188512,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 2nd floor"
639,Apartment,35 m²,1,1st ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,1 May 2024,8.100 kr.,1.340 kr.,24.300 kr.,8.100 kr.,41.840 kr.,11/03/2024,5185333,"Gyldendalsvej, 2800 København, Kongens Lyngby  - 1st floor"
640,Apartment,74 m²,3,2nd ,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,1-11 months,As soon as possible,4.000 kr.,1.000 kr.,10.000 kr.,4.000 kr.,19.000 kr.,11/03/2024,5424861,"Søllerødgade, 2200 København, København N  - 2nd floor"
641,Apartment,37 m²,1,2nd ,Yes,No,No,No,No,No,Yes,No,Not specified,Yes,Not specified,Not specified,-,24+ months,As soon as possible,8.000 kr.,0 kr.,24.000 kr.,0 kr.,32.000 kr.,11/03/2024,2506287,"Vejlebrovej, 2635 København, Ishøj  - 2nd floor"
642,Apartment,74 m²,2,2nd ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,No,No,No,-,Unlimited,31 May 2024,11.850 kr.,850 kr.,35.550 kr.,11.850 kr.,60.100 kr.,11/03/2024,5425036,"Edvard Thomsens Vej, 2300 København, København S  - 2nd floor"
643,Apartment,37 m²,1,5th ,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 November 2024,8.350 kr.,550 kr.,25.050 kr.,8.350 kr.,42.300 kr.,11/03/2024,5425034,"Poppelstykket, 2450 København, København SV  - 5th floor"
644,Apartment,116 m²,5,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,21.950 kr.,800 kr.,65.850 kr.,21.950 kr.,110.550 kr.,11/03/2024,5425032,"Amager Strandvej, 2300 København, København S  - Ground floor"
645,Apartment,47 m²,1,2nd ,Yes,No,No,Not specified,Not specified,Not specified,No,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,13.645 kr.,1.057 kr.,20.000 kr.,0 kr.,34.702 kr.,11/03/2024,5425031,"Gothersgade, 1123 København, København K  - 2nd floor"
646,Apartment,80 m²,2.5,Ground floor,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,12-23 months,1 April 2024,13.250 kr.,400 kr.,39.750 kr.,13.250 kr.,66.650 kr.,11/03/2024,5424897,"Cumberlandsgade, 2300 København, København S  - Ground floor"
647,Room,32 m²,1,4th ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,6.900 kr.,0 kr.,20.700 kr.,0 kr.,27.600 kr.,11/03/2024,4894627,"Tornebuskegade, 1131 København, København K  - 4th floor"
648,Room,20 m²,1,4th ,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,5.500 kr.,600 kr.,16.500 kr.,0 kr.,22.600 kr.,11/03/2024,4963148,"Bülowsvej, 1870 København, Frederiksberg C  - 4th floor"
649,Apartment,96 m²,3,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 April 2024,15.200 kr.,650 kr.,45.600 kr.,15.200 kr.,76.650 kr.,11/03/2024,5425000,"Amager Strandvej, 2300 København, København S  - 2nd floor"
650,Apartment,105 m²,3,2nd ,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,24+ months,1 May 2024,17.000 kr.,1.000 kr.,51.000 kr.,51.000 kr.,120.000 kr.,11/03/2024,5424991,"Rosenvængets Allé, 2100 København, København Ø  - 2nd floor"
651,House,147 m²,5,-,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 June 2024,36.000 kr.,,108.000 kr.,,144.000 kr.,10/03/2024,5424975,"Strandvejen, 2920 København, Charlottenlund "
652,Apartment,85 m²,2,4th ,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,13.000 kr.,,39.000 kr.,,52.000 kr.,10/03/2024,5424970,"Morescosvej, 2920 København, Charlottenlund  - 4th floor"
653,Apartment,29 m²,1,2nd ,No,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 April 2024,8.600 kr.,480 kr.,25.800 kr.,0 kr.,34.880 kr.,10/03/2024,5388112,"Holger Danskes Vej, 2000 København, Frederiksberg  - 2nd floor"
654,Apartment,68 m²,2,2nd ,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,12-23 months,As soon as possible,16.000 kr.,660 kr.,48.000 kr.,48.000 kr.,112.660 kr.,10/03/2024,5396660,"Lille Strandvej, 2900 København, Hellerup  - 2nd floor"
655,Room,16 m²,1,1st ,Yes,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,,1-11 months,1 April 2024,5.800 kr.,0 kr.,0 kr.,0 kr.,5.800 kr.,10/03/2024,5424943,"Nørregade, 1165 København, København K  - 1st floor"
656,Apartment,29 m²,1,Ground floor,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,14 May 2024,7.400 kr.,600 kr.,22.200 kr.,7.400 kr.,37.600 kr.,10/03/2024,5424950,"Poul Reichardts Vej, 2500 København, Valby  - Ground floor"
657,Apartment,70 m²,3,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,13.550 kr.,900 kr.,40.650 kr.,13.550 kr.,68.650 kr.,10/03/2024,5044495,"Else Alfelts Vej, 2300 København, København S  - 4th floor"
658,House,345 m²,8,-,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,62.500 kr.,,187.500 kr.,,250.000 kr.,10/03/2024,5424946,"Østerskov Krat, 2950 København, Vedbæk "
659,Apartment,72 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 June 2024,13.300 kr.,800 kr.,39.900 kr.,13.300 kr.,67.300 kr.,10/03/2024,5273467,"Else Alfelts Vej, 2300 København, København S  - 1st floor"
660,Apartment,61 m²,2,1st ,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,12-23 months,30 April 2024,10.050 kr.,0 kr.,30.150 kr.,10.050 kr.,50.250 kr.,10/03/2024,5424888,"Byparkvej, 2600 København, Glostrup  - 1st floor"
661,Room,9 m²,1,3rd ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,1 April 2024,4.900 kr.,0 kr.,4.900 kr.,0 kr.,9.800 kr.,10/03/2024,5354848,"Gothersgade, 1123 København, København K  - 3rd floor"
662,House,220 m²,5,-,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,24+ months,As soon as possible,29.500 kr.,3.000 kr.,59.000 kr.,29.500 kr.,121.000 kr.,10/03/2024,5424934,"Fagerlunden, 2950 København, Vedbæk "
663,Townhouse,56 m²,3,-,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,12-23 months,21 June 2024,18.000 kr.,0 kr.,36.000 kr.,18.000 kr.,72.000 kr.,10/03/2024,5305758,"Klingseyvej, 2720 København, Vanløse "
664,Apartment,84 m²,3,5th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,12.200 kr.,920 kr.,36.600 kr.,0 kr.,49.720 kr.,10/03/2024,5424916,"Amperestien, 2605 København, Brøndby  - 5th floor"
665,Apartment,41 m²,1,6th ,No,No,No,Yes,No,Yes,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 June 2024,7.693 kr.,250 kr.,23.079 kr.,7.693 kr.,38.715 kr.,09/03/2024,5424907,"Molestien, 2450 København, København SV  - 6th floor"
666,Apartment,30 m²,1,2nd ,No,No,No,Yes,No,Yes,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 June 2024,5.568 kr.,175 kr.,16.704 kr.,5.568 kr.,28.015 kr.,09/03/2024,5424905,"Molestien, 2450 København, København SV  - 2nd floor"
667,Room,15 m²,1,1st ,Yes,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Not specified,-,1-11 months,As soon as possible,6.000 kr.,0 kr.,6.000 kr.,6.000 kr.,18.000 kr.,09/03/2024,3850810,"Rørholmsgade, 1352 København, København K  - 1st floor"
668,Room,23 m²,1,4th ,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,Not specified,,1-11 months,1 July 2024,6.200 kr.,1.300 kr.,7.500 kr.,7.500 kr.,22.500 kr.,09/03/2024,5424807,"Lundtoftegade, 2200 København, København N  - 4th floor"
669,Room,14 m²,1,5th ,Yes,No,No,Yes,Not specified,Yes,Not specified,Yes,Yes,Yes,Yes,Not specified,,Unlimited,1 May 2024,5.000 kr.,0 kr.,2.000 kr.,0 kr.,7.000 kr.,09/03/2024,2058593,"Kastelsvej, 2100 København, København Ø  - 5th floor"
670,Room,22.5 m²,1,4th ,Yes,No,No,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,Yes,Not specified,Yes,-,Unlimited,As soon as possible,6.300 kr.,0 kr.,6.300 kr.,0 kr.,12.600 kr.,09/03/2024,4406946,"Nørrebrogade, 2200 København, København N  - 4th floor"
671,Apartment,101 m²,3,3rd ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,22.000 kr.,500 kr.,30.000 kr.,22.000 kr.,74.500 kr.,09/03/2024,5389621,"Islands Brygge, 2300 København, København S  - 3rd floor"
672,Room,12 m²,1,3rd ,Yes,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 May 2024,6.599 kr.,200 kr.,6.599 kr.,6.599 kr.,19.997 kr.,09/03/2024,5182437,"Øresundsvej, 2300 København, København S  - 3rd floor"
673,House,193 m²,7,-,No,No,Yes,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,12-23 months,1 July 2024,45.000 kr.,3.000 kr.,135.000 kr.,45.000 kr.,228.000 kr.,08/03/2024,5424841,"Bindesbøllsvej, 2920 København, Charlottenlund "
674,Apartment,136 m²,4,2nd ,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,24+ months,1 June 2024,22.500 kr.,1.100 kr.,67.500 kr.,67.500 kr.,158.600 kr.,08/03/2024,5213040,"Strandboulevarden, 2100 København, København Ø  - 2nd floor"
675,Room,16 m²,1,Ground floor,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,5.500 kr.,0 kr.,5.500 kr.,0 kr.,11.000 kr.,08/03/2024,5088928,"Åboulevard, 2200 København, København N  - Ground floor"
676,Apartment,104 m²,4,Ground floor,No,Yes,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,14.000 kr.,1.900 kr.,42.000 kr.,42.000 kr.,99.900 kr.,08/03/2024,5424818,"Skjulhøj Allé, 2720 København, Vanløse  - Ground floor"
677,Room,12 m²,1,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Yes,,12-23 months,1 April 2024,4.600 kr.,0 kr.,13.800 kr.,4.600 kr.,23.000 kr.,08/03/2024,5215040,"Damstien, 2720 København, Vanløse "
678,Apartment,91 m²,3,4th ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,14.105 kr.,1.200 kr.,42.315 kr.,14.105 kr.,71.725 kr.,08/03/2024,5424806,"Stærevej, 2400 København, København NV  - 4th floor"
679,Apartment,87 m²,2,4th ,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,18.000 kr.,900 kr.,54.000 kr.,0 kr.,72.900 kr.,08/03/2024,5424805,"Holbergsgade, 1057 København, København K  - 4th floor"
680,Apartment,102 m²,2,1st ,Yes,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,,24+ months,1 June 2024,21.000 kr.,,63.000 kr.,,84.000 kr.,08/03/2024,4951323,"Store Kongensgade, 1264 København, København K  - 1st floor"
681,Apartment,77 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 May 2024,10.780 kr.,995 kr.,32.340 kr.,10.780 kr.,54.895 kr.,08/03/2024,5371541,"Rønnebygade, 2630 København, Taastrup  - 3rd floor"
682,Apartment,102 m²,4,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,13.770 kr.,1.200 kr.,41.310 kr.,13.770 kr.,70.050 kr.,08/03/2024,5424804,"Gyngemose Parkvej, 2860 København, Søborg  - 1st floor"
683,Apartment,121 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,16.940 kr.,1.000 kr.,50.820 kr.,16.940 kr.,85.700 kr.,08/03/2024,5424802,"Valby Maskinfabriksvej, 2500 København, Valby  - 1st floor"
684,Room,14 m²,1,1st ,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,12-23 months,1 May 2024,7.000 kr.,0 kr.,7.000 kr.,21.000 kr.,35.000 kr.,08/03/2024,5417684,"Margretheholmsvej, 1432 København, København K  - 1st floor"
685,Apartment,31 m²,1,4th ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,30 April 2024,7.950 kr.,750 kr.,23.850 kr.,7.950 kr.,40.500 kr.,08/03/2024,5339506,"Vanløse Allé, 2720 København, Vanløse  - 4th floor"
686,Apartment,86 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,11.610 kr.,995 kr.,34.830 kr.,11.610 kr.,59.045 kr.,08/03/2024,5424801,"Bornholms Alle, 2630 København, Taastrup  - 1st floor"
687,Apartment,86 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,15 April 2024,11.610 kr.,995 kr.,34.830 kr.,11.610 kr.,59.045 kr.,08/03/2024,5424799,"Bornholms Alle, 2630 København, Taastrup  - Ground floor"
688,Apartment,96 m²,3,2nd ,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Not specified,-,Unlimited,1 May 2024,13.900 kr.,700 kr.,37.800 kr.,37.800 kr.,90.200 kr.,08/03/2024,5424781,"Taastrup Hovedgade, 2630 København, Taastrup  - 2nd floor"
